Player name,position,Games,Runs,Hits,home run,run batted in,Strikeouts,AVG,On-base Percentage
B Bonds,LF,2986,2227,2935,762,1996,1539,0.298,0.444
H Aaron,RF,3298,2174,3771,755,2297,1383,0.305,0.374
B Ruth,RF,2504,2174,2873,714,2213,1330,0.342,0.474
A Pujols,1B,3080,1914,3384,703,2218,1404,0.296,0.374
A Rodriguez,SS,2784,2021,3115,696,2086,2287,0.295,0.38
W Mays,CF,2992,2062,3283,660,1903,1526,0.302,0.384
K Griffey,CF,2671,1662,2781,630,1836,1779,0.284,0.37
J Thome,1B,2543,1583,2328,612,1699,2548,0.276,0.402
S Sosa,RF,2354,1475,2408,609,1667,2306,0.273,0.344
F Robinson,RF,2808,1829,2943,586,1812,1532,0.294,0.389
M McGwire,1B,1874,1167,1626,583,1414,1596,0.263,0.394
H Killebrew,1B,2435,1283,2086,573,1584,1699,0.256,0.376
R Palmeiro,1B,2831,1663,3020,569,1834,1348,0.288,0.371
R Jackson,RF,2820,1551,2584,563,1702,2597,0.262,0.356
M Ramirez,LF,2302,1544,2574,555,1831,1813,0.312,0.411
M Schmidt,3B,2404,1506,2234,548,1595,1883,0.267,0.38
D Ortiz,DH,2408,1419,2472,541,1768,1750,0.286,0.38
M Mantle,CF,2401,1677,2415,536,1509,1710,0.298,0.421
J Foxx,1B,2317,1751,2646,534,1922,1311,0.325,0.428
W McCovey,1B,2588,1229,2211,521,1555,1550,0.27,0.374
F Thomas,DH,2322,1494,2468,521,1704,1397,0.301,0.419
T Williams,LF,2292,1798,2654,521,1839,709,0.344,0.482
E Banks,1B,2528,1305,2583,512,1636,1236,0.274,0.33
E Mathews,3B,2391,1509,2315,512,1453,1487,0.271,0.376
M Ott,RF,2730,1859,2876,511,1860,896,0.304,0.414
G Sheffield,RF,2576,1636,2689,509,1676,1171,0.292,0.393
M Cabrera,DH,2702,1530,3090,507,1848,2033,0.308,0.384
E Murray,1B,3026,1627,3255,504,1917,1516,0.287,0.359
F McGriff,1B,2460,1349,2490,493,1550,1882,0.284,0.377
L Gehrig,1B,2164,1888,2721,493,1995,790,0.34,0.447
A Beltr?,3B,2933,1524,3166,477,1707,1732,0.286,0.339
W Stargell,LF,2360,1195,2232,475,1540,1936,0.282,0.36
S Musial,OF,3026,1949,3630,475,1951,696,0.331,0.417
C Delgado,1B,2035,1241,2038,473,1512,1745,0.28,0.383
C Jones,3B,2499,1619,2726,468,1623,1409,0.303,0.401
D Winfield,RF,2973,1669,3110,465,1833,1686,0.283,0.353
A Dunn,LF,2001,1097,1631,462,1168,2379,0.237,0.364
J Canseco,RF,1887,1186,1877,462,1407,1942,0.266,0.353
N Cruz,DH,2008,1081,2018,459,1302,1873,0.274,0.344
C Yastrzemski,LF,3308,1816,3419,452,1844,1393,0.285,0.379
V Guerrero,RF,2147,1328,2590,449,1496,985,0.318,0.379
J Bagwell,1B,2150,1517,2314,449,1529,1558,0.297,0.408
D Kingman,1B,1941,901,1575,442,1210,1816,0.236,0.302
J Giambi,1B,2260,1227,2010,440,1441,1572,0.277,0.399
P Konerko,1B,2349,1162,2340,439,1412,1391,0.279,0.354
A Dawson,RF,2627,1373,2774,438,1591,1509,0.279,0.323
C Beltr?n,CF,2586,1582,2725,435,1587,1795,0.279,0.35
J Gonzalez,RF,1689,1061,1936,434,1404,1273,0.295,0.343
A Jones,CF,2196,1204,1933,434,1289,1748,0.254,0.337
C Ripken Jr.,SS,3001,1647,3184,431,1695,1305,0.276,0.34
M Piazza,C,1912,1048,2127,427,1335,1113,0.308,0.377
B Williams,OF,2488,1410,2711,426,1475,1046,0.29,0.361
E Encarnaci?n,DH,1960,1099,1832,424,1261,1426,0.26,0.35
D Evans,3B,2687,1344,2223,414,1354,1410,0.248,0.361
A Soriano,LF,1975,1152,2095,412,1159,1803,0.27,0.319
M Teixeira,1B,1862,1099,1862,409,1298,1441,0.268,0.36
D Snider,CF,2143,1259,2116,407,1333,1237,0.295,0.38
A Kaline,RF,2834,1622,3007,399,1583,1020,0.297,0.376
A Galarraga,1B,2257,1195,2333,399,1425,2003,0.288,0.347
D Murphy,CF,2180,1197,2111,398,1266,1748,0.265,0.346
J Carter,LF,2189,1170,2184,396,1445,1387,0.259,0.306
J Edmonds,CF,2010,1251,1949,393,1199,1729,0.284,0.376
G Nettles,3B,2700,1193,2225,390,1314,1209,0.248,0.329
J Bench,C,2158,1091,2048,389,1376,1278,0.267,0.342
A Ramirez,3B,2194,1098,2303,386,1417,1238,0.283,0.341
D Evans,RF,2606,1470,2446,385,1384,1697,0.272,0.37
H Baines,DH,2830,1299,2866,384,1628,1441,0.289,0.356
L Walker,RF,1988,1355,2160,383,1311,1231,0.313,0.4
F Howard,LF,1895,864,1774,382,1119,1460,0.273,0.352
R Howard,1B,1572,848,1475,382,1194,1843,0.258,0.343
J Rice,LF,2089,1249,2452,382,1451,1423,0.298,0.352
A Belle,LF,1539,974,1726,381,1239,961,0.295,0.369
G Stanton,RF,1437,817,1386,380,974,1697,0.264,0.354
O Cepeda,1B,2124,1131,2351,379,1365,1169,0.297,0.35
A Perez,1B,2777,1272,2732,379,1652,1867,0.279,0.341
M Williams,3B,1866,997,1878,378,1218,1363,0.268,0.317
N Cash,1B,2089,1046,1820,377,1103,1091,0.271,0.374
J Kent,2B,2298,1320,2461,377,1518,1522,0.29,0.356
C Fisk,C,2499,1276,2356,376,1330,1386,0.269,0.341
R Colavito,RF,1841,971,1730,374,1159,880,0.266,0.359
G Hodges,1B,2072,1105,1921,370,1274,1137,0.273,0.359
T Helton,1B,2247,1401,2519,369,1406,1175,0.316,0.414
R Kiner,LF,1472,971,1451,369,1015,749,0.279,0.398
L Berkman,1B,1879,1146,1905,366,1234,1300,0.293,0.406
J DiMaggio,CF,1736,1390,2214,361,1537,369,0.325,0.398
G Gaetti,3B,2507,1130,2280,360,1341,1602,0.255,0.308
J Mize,1B,1883,1118,2011,359,1337,524,0.312,0.397
Y Berra,C,2120,1175,2150,358,1430,414,0.285,0.348
C Lee,LF,2099,1125,2273,358,1363,984,0.285,0.339
G Vaughn,LF,1731,1017,1475,355,1072,1513,0.242,0.337
L Gonzalez,LF,2591,1412,2591,354,1439,1218,0.283,0.367
L May,1B,2071,959,2031,354,1244,1570,0.267,0.313
T Hunter,CF,2372,1296,2452,353,1391,1741,0.277,0.331
R Braun,LF,1766,1080,1963,352,1154,1363,0.296,0.358
E Burks,CF,2000,1253,2107,352,1206,1340,0.291,0.363
D Allen,1B,1749,1099,1848,351,1119,1556,0.292,0.378
M Trout,CF,1410,1055,1547,351,898,1355,0.303,0.415
C Davis,OF,2436,1240,2380,350,1372,1698,0.274,0.36
G Foster,LF,1977,986,1925,348,1239,1419,0.274,0.338
J Bautista,RF,1798,1022,1496,344,975,1394,0.247,0.361
C Granderson,CF,2057,1217,1800,344,937,1916,0.249,0.337
J Votto,1B,1991,1145,2093,342,1106,1578,0.297,0.412
R Santo,3B,2243,1138,2254,342,1331,1343,0.277,0.362
J Clark,RF,1994,1118,1826,340,1180,1442,0.267,0.379
B Powell,1B,2042,889,1776,339,1187,1226,0.266,0.361
T Martinez,1B,2023,1009,1925,339,1271,1069,0.271,0.344
D Parker,RF,2466,1272,2712,339,1493,1537,0.29,0.339
D Baylor,DH,2292,1236,2135,338,1276,1069,0.26,0.342
J Adcock,1B,1959,823,1832,336,1122,1059,0.277,0.337
R Can?,2B,2267,1262,2639,335,1306,1214,0.301,0.351
D Strawberry,OF,1583,898,1401,335,1000,1352,0.259,0.357
B Bonds,RF,1849,1258,1886,332,1024,1757,0.268,0.353
M Alou,LF,1942,1109,2134,332,1287,894,0.303,0.369
H Greenberg,1B,1394,1051,1628,331,1276,844,0.313,0.412
E Longoria,3B,1915,993,1884,331,1131,1625,0.265,0.334
D Lee,1B,1942,1081,1959,331,1078,1622,0.281,0.365
S Green,RF,1951,1129,2003,328,1070,1315,0.283,0.355
M Vaughn,1B,1512,861,1620,328,1064,1429,0.293,0.383
W Horton,LF,2028,873,1993,325,1163,1313,0.273,0.332
J Upton,LF,1845,1058,1754,325,1003,1971,0.261,0.342
J Dye,RF,1763,984,1779,325,1072,1308,0.274,0.338
G Carter,C,2296,1025,2092,324,1225,997,0.262,0.335
L Parrish,C,1988,856,1782,324,1070,1527,0.252,0.313
R Gant,LF,1832,1080,1651,321,1008,1411,0.256,0.336
V Castilla,3B,1854,902,1884,320,1105,1069,0.276,0.321
S Finley,CF,2583,1443,2548,304,1167,1299,0.271,0.332
R Hornsby,2B,2259,1579,2930,301,1584,679,0.358,0.434
C Klein,RF,1753,1168,2076,300,1201,521,0.32,0.379
T Salmon,RF,1672,986,1674,299,1016,1360,0.282,0.385
N Arenado,3B,1387,806,1524,299,972,853,0.289,0.346
M Reynolds,3B,1688,794,1283,298,871,1927,0.236,0.328
R Henderson,LF,3081,2295,3055,297,1115,1694,0.279,0.401
C Davis,1B,1417,707,1160,295,780,1852,0.233,0.315
R Ventura,3B,2079,1006,1885,294,1182,1179,0.267,0.362
M Ordonez,RF,1848,1076,2156,294,1236,852,0.309,0.369
K Hrbek,1B,1747,903,1749,293,1086,798,0.282,0.367
F Freeman,1B,1728,1088,1908,292,1041,1417,0.298,0.386
P Burrell,LF,1640,767,1393,292,976,1564,0.253,0.361
R Staub,OF,2951,1189,2716,292,1466,888,0.279,0.362
J Wynn,CF,1920,1105,1665,291,964,1427,0.25,0.366
C Biggio,2B,2850,1844,3060,291,1175,1753,0.281,0.363
B Johnson,LF,1863,1239,2051,288,1283,851,0.296,0.393
H Sauer,LF,1399,709,1278,288,876,714,0.266,0.347
B Abreu,RF,2425,1453,2470,288,1363,1840,0.291,0.395
D Ennis,LF,1903,985,2063,288,1284,719,0.284,0.34
B Williams,CF,2076,1366,2336,287,1257,1212,0.297,0.381
G Anderson,LF,2228,1084,2529,287,1365,1224,0.293,0.324
A McCutchen,RF,1898,1119,1950,287,1003,1543,0.277,0.369
B Bonilla,3B,2113,1084,2010,287,1173,1204,0.279,0.358
B Giles,RF,1847,1121,1897,287,1078,835,0.291,0.4
M Kemp,CF,1750,950,1808,287,1031,1641,0.284,0.337
C Pena,1B,1493,745,1146,286,818,1577,0.232,0.346
F Thomas,LF,1766,792,1671,286,962,894,0.266,0.32
B Harper,DH,1382,913,1379,285,817,1276,0.28,0.39
W Clark,1B,1976,1186,2176,284,1205,1190,0.303,0.384
R Zimmerman,3B,1799,963,1846,284,1061,1384,0.277,0.341
E Karros,1B,1755,797,1724,284,1027,1167,0.268,0.325
M Machado,3B,1449,839,1601,283,855,1073,0.281,0.341
A Rizzo,1B,1539,840,1479,283,891,1048,0.265,0.367
J Martinez,LF,1413,792,1525,283,901,1431,0.288,0.352
A Jones,CF,1823,963,1939,282,945,1395,0.277,0.317
K Boyer,3B,2034,1104,2143,282,1141,1017,0.287,0.349
E Davis,CF,1626,938,1430,282,934,1398,0.269,0.359
B McCann,C,1755,742,1590,282,1018,1054,0.262,0.337
R Sandberg,2B,2164,1318,2386,282,1061,1260,0.285,0.344
P O'Neill,RF,2053,1041,2105,281,1269,1166,0.288,0.363
T Kluszewski,1B,1718,848,1766,279,1028,365,0.298,0.353
R Klesko,1B,1736,874,1564,278,987,1077,0.279,0.37
M Cameron,CF,1955,1064,1700,278,968,1901,0.249,0.338
C Santana,1B,1787,918,1535,278,925,1249,0.242,0.359
R York,1B,1603,876,1621,277,1152,867,0.275,0.362
R Maris,RF,1463,826,1325,275,850,733,0.26,0.345
B Downing,DH,2344,1188,2099,275,1073,1127,0.267,0.37
D Palmer,3B,1357,734,1229,275,849,1332,0.251,0.324
J Posada,C,1829,900,1664,275,1065,1453,0.273,0.374
L Parrish,3B,1891,850,1789,256,992,1359,0.263,0.318
B Allison,RF,1542,811,1281,256,796,1033,0.255,0.358
J Olerud,1B,2234,1139,2239,255,1230,1016,0.295,0.398
J Mayberry,1B,1620,733,1379,255,879,810,0.253,0.36
K Gibson,LF,1635,985,1553,255,870,1285,0.268,0.352
A LaRoche,1B,1605,752,1452,255,882,1407,0.26,0.336
A Thornton,DH,1565,792,1342,253,895,851,0.254,0.36
L Doby,CF,1533,960,1515,253,970,1011,0.283,0.386
J Gordon,2B,1566,914,1530,253,975,702,0.268,0.357
T Zeile,3B,2158,986,2004,253,1110,1279,0.265,0.346
J Torre,C,2209,996,2342,252,1185,1094,0.297,0.365
B Murcer,RF,1908,972,1862,252,1043,841,0.277,0.357
B Boone,2B,1780,927,1775,252,1021,1295,0.266,0.325
T Clark,1B,1559,629,1188,251,824,1209,0.262,0.339
T Armas,CF,1432,614,1302,251,815,1201,0.252,0.287
C Williams,OF,2003,1024,1981,251,1005,721,0.292,0.365
R Yount,SS,2856,1632,3142,251,1406,1350,0.285,0.342
J Valentin,SS,1678,872,1348,249,816,1294,0.243,0.321
T Simmons,C,2456,1074,2472,248,1389,694,0.285,0.348
G Goslin,LF,2287,1482,2735,248,1609,585,0.316,0.387
V Stephens,SS,1720,1001,1859,247,1174,685,0.286,0.355
J Morneau,1B,1545,772,1603,247,985,988,0.281,0.348
V Martinez,DH,1973,914,2153,246,1178,891,0.295,0.36
K Singleton,OF,2082,985,2029,246,1065,1246,0.282,0.388
D Johnson,1B,1765,706,1447,245,923,1318,0.244,0.31
G Hartnett,C,1991,867,1912,236,1179,697,0.297,0.37
B Nicholson,RF,1678,837,1484,235,948,828,0.268,0.365
D Uggla,2B,1346,759,1149,235,706,1341,0.241,0.336
B Oglivie,LF,1754,784,1615,235,901,852,0.273,0.336
J Damon,CF,2490,1668,2769,235,1139,1257,0.284,0.352
K Mitchell,LF,1223,630,1173,234,760,719,0.284,0.36
C Gonz?lez,RF,1377,821,1432,234,785,1240,0.285,0.343
G Matthews,LF,2032,1083,2011,234,978,1125,0.281,0.364
P Molitor,DH,2683,1782,3319,234,1307,1244,0.306,0.369
C Floyd,LF,1621,824,1479,233,865,1064,0.278,0.358
J Rollins,SS,2275,1421,2455,231,936,1264,0.264,0.324
R Deer,RF,1155,578,853,230,600,1409,0.22,0.324
J Werth,RF,1583,883,1465,229,799,1450,0.267,0.36
N Garciaparra,SS,1434,927,1747,229,936,554,0.313,0.361
D Stuart,1B,1112,506,1055,228,743,957,0.264,0.316
H Johnson,3B,1531,760,1229,228,760,1053,0.249,0.34
H Trosky,1B,1347,835,1561,228,1012,440,0.302,0.371
M Grissom,CF,2165,1187,2251,227,967,1240,0.272,0.318
J Callison,RF,1886,926,1757,226,840,1064,0.264,0.331
T Tulowitzki,SS,1291,762,1391,225,780,900,0.29,0.361
B Grich,2B,2008,1033,1833,224,864,1278,0.266,0.371
E Su?rez,3B,1155,584,1019,224,635,1233,0.25,0.334
M Lowell,3B,1601,771,1619,223,952,817,0.279,0.342
S Perez,C,1257,539,1278,223,732,915,0.268,0.301
T Fryman,3B,1698,895,1776,223,1022,1369,0.274,0.336
B Doerr,2B,1865,1094,2042,223,1247,608,0.288,0.362
D Mattingly,1B,1785,1007,2153,222,1099,444,0.307,0.358
J Bay,LF,1278,737,1200,222,754,1216,0.266,0.36
A Judge,RF,732,538,754,222,501,913,0.284,0.395
G Springer,RF,1009,719,1053,221,585,967,0.269,0.357
K Davis,LF,980,506,820,221,590,1017,0.242,0.314
T Batista,3B,1309,625,1146,221,718,790,0.251,0.299
G Jenkins,LF,1349,688,1293,221,733,1186,0.275,0.344
T Oliva,RF,1676,870,1917,220,947,645,0.304,0.353
J Pepitone,1B,1397,606,1315,219,721,526,0.258,0.301
J Bottomley,1B,1991,1177,2313,219,1422,591,0.31,0.369
A Oliver,CF,2368,1189,2743,219,1326,756,0.303,0.344
B Horner,3B,1020,560,1047,218,685,512,0.277,0.34
S Choo,RF,1652,961,1671,218,782,1579,0.275,0.377
M Trumbo,1B,1097,532,1018,218,629,1097,0.249,0.302
T Frazier,3B,1244,604,1059,218,640,1085,0.241,0.318
B Santiago,C,1978,755,1830,217,920,1270,0.263,0.307
M Sweeney,1B,1454,759,1540,215,909,613,0.297,0.366
R Fairly,1B,2442,931,1913,215,1044,877,0.266,0.36
P Guerrero,1B,1536,730,1618,215,898,862,0.3,0.37
C Lemon,CF,1988,973,1875,215,884,1024,0.273,0.355
J Conine,1B,2024,870,1982,214,1071,1168,0.285,0.347
J Guillen,RF,1650,748,1591,214,887,1103,0.27,0.321
M Betts,RF,1117,873,1309,214,650,696,0.293,0.369
T Hafner,DH,1183,619,1107,213,731,976,0.273,0.376
A Pafko,CF,1852,844,1796,213,976,477,0.285,0.35
K Morales,DH,1363,584,1289,213,740,978,0.265,0.327
B Skowron,1B,1658,681,1566,211,888,870,0.282,0.332
B Phillips,2B,1902,1005,2029,211,951,1092,0.275,0.32
K McReynolds,LF,1502,727,1439,211,807,707,0.265,0.328
L Wagner,LF,1352,636,1202,211,669,656,0.272,0.34
W Post,RF,1205,594,1064,210,699,813,0.266,0.323
R Petrocelli,SS,1553,653,1352,210,773,926,0.251,0.332
R Alomar,2B,2379,1508,2724,210,1134,1140,0.3,0.371
B Anderson,RF,1834,1062,1661,210,761,1190,0.256,0.362
P Nevin,3B,1217,584,1131,208,743,1019,0.27,0.343
J Thompson,1B,1418,640,1253,208,782,862,0.261,0.366
D White,CF,1941,1125,1934,208,846,1526,0.263,0.319
C Blackmon,RF,1408,884,1597,208,712,1004,0.297,0.355
K Puckett,CF,1783,1071,2304,207,1085,965,0.318,0.36
R Zisk,RF,1453,681,1477,207,792,910,0.287,0.353
G Bell,CF,1741,865,1823,206,942,636,0.281,0.33
F Alou,RF,2082,985,2101,206,852,706,0.286,0.328
P Incaviglia,LF,1284,546,1043,206,655,1277,0.246,0.31
J Medwick,LF,1984,1198,2471,205,1383,551,0.324,0.362
J Cruz Jr.,CF,1388,713,1167,204,624,1147,0.247,0.337
R Carty,LF,1651,712,1677,204,890,663,0.299,0.369
W Joyner,1B,2033,973,2060,204,1106,825,0.289,0.362
R Hebner,3B,1908,865,1694,203,890,741,0.276,0.352
M Moustakas,1B,1317,553,1165,203,635,874,0.247,0.308
B Dickey,C,1789,930,1969,202,1209,289,0.313,0.382
S Gordon,LF,1475,735,1415,202,805,356,0.283,0.377
C Everett,CF,1405,707,1304,202,791,1021,0.271,0.341
T Hundley,C,1225,495,883,202,599,988,0.234,0.32
B White,1B,1673,843,1706,202,870,927,0.286,0.351
J Peralta,SS,1798,841,1761,202,873,1450,0.267,0.329
B Bell,3B,2405,1151,2514,201,1106,776,0.279,0.341
G Tenace,C,1555,653,1060,201,674,998,0.241,0.388
D Mincher,1B,1400,530,1003,200,643,668,0.249,0.348
J Hamilton,CF,1027,609,1134,200,701,938,0.29,0.349
A Lind,1B,1344,588,1247,200,723,945,0.272,0.33
O Gamble,OF,1584,656,1195,200,666,544,0.265,0.356
B Freehan,C,1774,706,1591,200,758,753,0.262,0.34
J Uribe,SS,1826,724,1568,199,816,1224,0.255,0.301
J Jensen,RF,1438,810,1463,199,929,546,0.279,0.369
C Cedeno,CF,2006,1084,2087,199,976,938,0.285,0.347
K Schwarber,LF,822,471,649,199,445,923,0.232,0.338
B Larkin,SS,2180,1329,2340,198,960,817,0.295,0.371
R White,LF,1474,756,1519,198,768,925,0.284,0.336
D Henderson,CF,1538,710,1324,197,708,1105,0.258,0.32
M Cuddyer,RF,1536,809,1522,197,794,1101,0.277,0.344
D McAuliffe,2B,1763,888,1530,197,697,974,0.247,0.343
M Ozuna,LF,1166,583,1187,197,677,1044,0.268,0.326
E Hosmer,1B,1660,805,1731,196,879,1212,0.276,0.336
C Johnson,DH,1369,539,1016,196,699,719,0.258,0.355
J Smoak,1B,1286,505,951,196,570,1122,0.229,0.322
K Williams,OF,1398,862,1552,196,913,287,0.319,0.393
A Cabrera,SS,1822,886,1763,195,869,1330,0.266,0.329
T Harrah,3B,2155,1115,1954,195,918,868,0.264,0.365
J Willingham,LF,1147,564,988,195,632,1036,0.253,0.358
J Bell,SS,2063,1123,1963,195,860,1443,0.265,0.343
J Heath,LF,1383,777,1447,194,887,670,0.293,0.37
R Branyan,3B,1059,405,682,194,467,1118,0.232,0.329
J Varitek,C,1546,664,1307,193,757,1216,0.256,0.341
A Otis,CF,1998,1092,2020,193,1007,1008,0.277,0.343
A Rosen,3B,1044,603,1063,192,717,385,0.285,0.384
J Ram?rez,3B,1141,699,1159,192,666,575,0.278,0.354
J Altuve,2B,1578,986,1935,192,696,840,0.307,0.362
C Furillo,RF,1806,895,1910,192,1058,436,0.299,0.355
R Durham,2B,1975,1249,2054,192,875,1201,0.277,0.352
B Dozier,2B,1144,664,1055,192,561,973,0.244,0.325
R Martin,C,1693,803,1416,191,771,1211,0.248,0.349
H McRae,DH,2084,940,2091,191,1097,779,0.29,0.351
C Young,CF,1465,668,1109,191,590,1192,0.235,0.314
G Davis,1B,1015,510,965,190,603,613,0.259,0.332
W Jones,3B,1691,786,1502,190,812,541,0.258,0.343
A Gordon,LF,1753,867,1643,190,749,1535,0.257,0.338
E Lombardi,C,1852,601,1792,190,990,262,0.306,0.358
C Keller,LF,1170,725,1085,189,760,499,0.286,0.41
P Wilson,CF,1108,573,1055,189,668,1085,0.264,0.329
J Snow,1B,1716,798,1509,189,877,1142,0.268,0.357
N Markakis,RF,2154,1119,2388,189,1046,1230,0.288,0.357
B Bailey,3B,1931,772,1564,189,773,1126,0.257,0.347
J Hardy,SS,1561,718,1488,188,688,960,0.256,0.305
D Porter,C,1782,765,1369,188,826,1025,0.247,0.354
B Surhoff,LF,2313,1062,2326,188,1153,839,0.282,0.332
A Pierzynski,C,2059,807,2043,188,909,895,0.28,0.319
B Higginson,LF,1362,736,1336,187,709,796,0.272,0.358
M Stanley,C,1467,625,1138,187,702,929,0.27,0.37
M Semien,2B,1184,686,1171,187,568,1001,0.255,0.321
G Hill,RF,1162,528,1005,186,586,845,0.271,0.321
R Aurilia,SS,1652,745,1576,186,756,861,0.275,0.328
M Minoso,LF,1835,1136,1963,186,1023,584,0.298,0.389
M Moreland,1B,1260,527,1020,186,618,975,0.251,0.318
A Trammell,SS,2293,1231,2365,185,1003,874,0.285,0.352
C Chambliss,1B,2175,912,2109,185,972,926,0.279,0.334
M Young,SS,1970,1137,2375,185,1030,1235,0.3,0.346
B Jordan,RF,1456,755,1454,184,821,842,0.282,0.333
C Gehringer,2B,2323,1775,2839,184,1427,372,0.32,0.404
B Watson,1B,1831,802,1826,184,989,796,0.295,0.364
F Lindor,SS,1068,680,1172,184,582,731,0.277,0.342
H Heilmann,RF,2146,1291,2660,183,1539,550,0.342,0.41
T Henrich,RF,1284,901,1297,183,795,383,0.282,0.382
W Davis,CF,2429,1217,2561,182,1053,977,0.279,0.311
S Balboni,1B,960,351,714,181,495,856,0.229,0.293
I Desmond,SS,1478,724,1432,181,711,1402,0.263,0.315
B Herman,RF,1553,882,1818,181,997,553,0.324,0.383
N Castellanos,RF,1225,599,1285,181,658,1166,0.277,0.327
S Chapman,CF,1368,754,1329,180,773,682,0.266,0.342
W Held,SS,1390,524,963,179,559,944,0.24,0.331
D Crandall,C,1573,585,1276,179,657,477,0.254,0.312
J Rudi,LF,1547,684,1468,179,810,870,0.264,0.311
J Gentile,1B,936,434,759,179,549,663,0.26,0.368
J Gallo,OF,755,403,474,179,390,1052,0.2,0.325
T Lazzeri,2B,1740,986,1840,178,1191,864,0.292,0.38
H Clift,3B,1582,1070,1558,178,829,713,0.272,0.39
Y Grandal,C,1122,477,848,178,534,994,0.237,0.351
M Olson,1B,740,412,669,178,479,730,0.25,0.343
C Cron,1B,982,435,896,178,574,865,0.261,0.323
R Kittle,LF,843,356,648,176,460,744,0.239,0.306
Y Molina,C,2226,777,2168,176,1022,922,0.277,0.327
D Money,3B,1720,798,1623,176,729,865,0.261,0.328
R Grichuk,RF,1024,471,874,175,512,990,0.247,0.293
H Matsui,LF,1236,656,1253,175,760,689,0.282,0.36
B Belt,1B,1312,628,1147,175,584,1209,0.261,0.356
T Story,2B,839,516,853,174,516,987,0.268,0.336
C Yelich,LF,1253,798,1355,174,630,1192,0.286,0.376
R Odor,2B,1096,521,902,174,550,1008,0.231,0.287
B Buckner,1B,2517,1077,2715,174,1208,453,0.289,0.321
J Schoop,3B,1135,542,1066,174,537,996,0.255,0.294
J Franco,SS,2527,1285,2586,173,1194,1341,0.298,0.365
W Cooper,C,1473,573,1341,173,812,357,0.285,0.332
K Calhoun,RF,1196,618,1042,173,557,1089,0.243,0.316
M Grace,1B,2245,1179,2445,173,1146,642,0.303,0.383
N Colbert,1B,1004,481,833,173,520,902,0.243,0.322
J Pederson,1B,1023,460,705,173,436,831,0.237,0.334
E Robinson,1B,1315,546,1146,172,723,359,0.268,0.353
M Vernon,1B,2409,1196,2495,172,1311,869,0.286,0.359
K Bryant,RF,930,623,969,172,502,938,0.28,0.377
M Mora,3B,1556,794,1503,171,754,953,0.277,0.35
R Hidalgo,CF,987,531,929,171,560,737,0.269,0.345
D Young,1B,1364,648,1389,171,683,871,0.292,0.351
J Cronin,SS,2124,1232,2285,170,1424,700,0.301,0.39
T Raines,LF,2502,1571,2605,170,980,966,0.294,0.385
K Millar,1B,1427,648,1284,170,699,838,0.274,0.358
M Carpenter,1B,1379,780,1194,170,616,1108,0.263,0.369
B Elliott,3B,1978,1064,2061,170,1195,604,0.289,0.375
J Hart,3B,1125,518,1052,170,578,573,0.278,0.345
E Slaughter,RF,2380,1247,2383,169,1304,538,0.3,0.382
R Hernandez,C,1526,580,1345,169,757,734,0.263,0.327
L Moseby,CF,1587,869,1494,169,737,1135,0.257,0.332
T Wigginton,3B,1362,558,1170,169,594,891,0.261,0.323
P O'Brien,1B,1567,654,1421,169,736,563,0.261,0.336
A Rios,RF,1691,885,1778,169,794,1117,0.277,0.321
J Hernandez,SS,1587,623,1166,168,603,1391,0.252,0.312
G Triandos,C,1206,389,954,167,608,636,0.244,0.322
B Zobrist,2B,1651,884,1566,167,768,994,0.266,0.357
C Blake,3B,1265,644,1186,167,616,1037,0.264,0.336
C Johnson,C,1188,465,940,167,570,997,0.245,0.33
E Howard,C,1605,619,1471,167,762,786,0.274,0.322
D Murphy,CF,1360,648,1069,166,609,953,0.246,0.356
P Sorrento,1B,1093,454,876,166,565,844,0.257,0.34
B Robinson,LF,1472,536,1127,166,641,820,0.258,0.3
T Conigliaro,RF,876,464,849,166,516,629,0.264,0.327
J B?ez,SS,1009,515,937,166,532,1103,0.26,0.302
C Rasmus,CF,1092,536,891,166,491,1106,0.241,0.31
L Hisle,CF,1197,652,1146,166,674,941,0.273,0.347
Y Cespedes,LF,834,475,870,165,528,742,0.273,0.327
J Cruz,LF,2353,1036,2251,165,1077,1031,0.284,0.354
J Jones,LF,1302,632,1272,165,630,949,0.277,0.326
A Duvall,CF,833,388,645,165,486,868,0.232,0.291
A Van Slyke,CF,1658,835,1562,164,792,1063,0.274,0.349
C Hafey,LF,1283,777,1466,164,833,477,0.317,0.372
J Turner,1B,1396,656,1312,164,664,771,0.289,0.366
J Lemon,RF,1010,446,901,164,529,787,0.262,0.332
C Washington,RF,1912,926,1884,164,824,1266,0.278,0.325
H Bauer,RF,1544,833,1424,164,703,638,0.277,0.346
B Upton,CF,1469,723,1260,164,586,1561,0.243,0.321
A Smith,RF,1518,843,1458,164,676,768,0.272,0.358
A Seminick,C,1304,495,953,164,556,780,0.243,0.347
R Smalley,SS,1653,745,1454,163,694,908,0.257,0.345
B Madlock,3B,1806,920,2008,163,860,510,0.305,0.365
D Demeter,CF,1109,467,912,163,563,658,0.265,0.307
K Keltner,3B,1526,737,1570,163,852,480,0.276,0.338
D Easley,2B,1706,735,1386,163,684,935,0.253,0.329
A Hill,2B,1559,736,1501,162,695,847,0.266,0.323
J Gomes,LF,1203,495,835,162,526,1088,0.242,0.333
A Ethier,RF,1455,641,1367,162,687,938,0.285,0.359
T Steinbach,C,1546,638,1453,162,745,938,0.271,0.326
