Player name,position,Games,Runs,Hits,home run,run batted in,Strikeouts,AVG,On-base Percentage
V Caratini,C,459,127,276,31,146,296,0.232,0.316
B Salkeld,C,356,111,232,31,132,101,0.273,0.402
M Cross,SS,856,718,1364,31,621,100,0.234,0.316
D Green,1B,489,168,374,31,180,278,0.268,0.308
B Speake,OF,305,110,170,31,104,158,0.223,0.301
E Grace,C,627,169,493,31,251,130,0.263,0.331
J Tinker,SS,1652,774,1687,31,782,149,0.262,0.308
C Tierney,2B,630,266,681,31,331,187,0.296,0.332
J Corkhill,CF,1086,650,1120,31,631,80,0.254,0.288
C Warwick,OF,530,168,363,31,149,241,0.248,0.307
M Mota,LF,1536,496,1149,31,438,320,0.304,0.355
L Bigbie,LF,392,164,328,31,137,302,0.267,0.331
J Liefer,1B,288,89,179,31,113,223,0.23,0.281
D Foutz,1B,1135,784,1253,31,749,136,0.276,0.323
L Fonseca,1B,937,518,1075,31,485,199,0.316,0.355
E Kratz,C,335,76,184,31,105,208,0.209,0.256
L Finney,RF,1270,643,1329,31,494,186,0.287,0.336
L Rengifo,2B,325,127,263,31,106,236,0.235,0.295
K Boswell,2B,930,266,625,31,244,239,0.248,0.313
J Lefebvre,RF,447,139,281,31,130,204,0.258,0.344
L Lee,LF,614,173,404,31,152,315,0.25,0.307
B Rodgers,C,932,259,704,31,288,409,0.232,0.288
D Engle,C,594,201,431,31,181,190,0.262,0.311
T Taylor,CF,250,89,160,31,101,170,0.241,0.303
R Ducey,LF,703,190,309,31,146,346,0.242,0.331
A Romine,C,485,141,311,31,166,366,0.23,0.268
V Robles,CF,483,196,347,31,146,400,0.234,0.307
M Diaz,1B,293,70,169,31,102,128,0.247,0.319
K Higashioka,C,223,71,124,31,88,170,0.2,0.245
E Chavez,CF,1151,385,849,30,266,356,0.27,0.308
M Kingery,CF,819,292,546,30,219,248,0.268,0.33
R Hanigan,C,680,192,492,30,214,290,0.251,0.344
B Wine,SS,1164,249,682,30,268,538,0.215,0.264
T Kemp,2B,613,220,386,30,158,260,0.244,0.33
V Joshua,CF,822,277,610,30,184,338,0.273,0.306
C Culberson,3B,589,140,300,30,145,337,0.248,0.293
C Ransom,SS,383,111,160,30,105,274,0.213,0.303
J Canavan,RF,539,322,461,30,287,147,0.223,0.304
C Jones,RF,548,155,257,30,131,287,0.252,0.303
R Santiago,SS,920,295,592,30,214,420,0.243,0.314
P Valaika,2B,374,91,177,30,92,235,0.221,0.264
J Phillips,C,465,138,344,30,168,170,0.249,0.314
E Burke,LF,853,744,979,30,410,228,0.279,0.352
L Matuszek,1B,378,113,192,30,119,168,0.234,0.309
C Parmelee,1B,311,89,227,30,98,239,0.248,0.313
D Rader,C,846,254,619,30,235,180,0.257,0.326
S Brye,CF,697,237,515,30,193,276,0.258,0.309
B Browne,LF,349,94,205,30,102,273,0.236,0.318
D Heep,RF,883,208,503,30,229,242,0.257,0.33
L Matos,RF,508,212,410,30,140,297,0.255,0.312
F Brower,RF,452,206,371,30,205,84,0.286,0.379
N Hanlon,CF,1267,930,1317,30,517,357,0.26,0.325
J Brohamer,2B,805,262,613,30,227,178,0.245,0.305
S Hale,3B,884,422,880,30,392,218,0.302,0.336
J Hairston,LF,859,216,438,30,205,240,0.258,0.362
C Neeman,C,376,93,224,30,97,221,0.224,0.284
P Mackanin,2B,548,161,355,30,141,290,0.226,0.263
W Cruise,LF,737,293,644,30,272,250,0.277,0.348
D Zwilling,OF,63,167,364,30,202,139,0.284,0.351
D Barton,1B,551,242,431,30,184,348,0.247,0.356
J Gosger,CF,706,197,411,30,177,316,0.226,0.309
E Goodson,1B,515,108,329,30,170,135,0.26,0.297
S Kingery,2B,325,132,239,30,96,320,0.229,0.28
A Engel,CF,523,173,318,30,123,450,0.225,0.28
J Cora,2B,1119,624,1035,30,294,336,0.277,0.348
C Perkins,C,1171,329,933,30,409,221,0.259,0.319
A Fox,SS,776,248,461,30,168,407,0.239,0.324
B Roth,RF,811,427,804,30,422,389,0.284,0.367
J Wendle,SS,541,232,490,30,199,362,0.27,0.321
G Pena,2B,378,162,265,30,124,255,0.262,0.345
T Eusebio,C,598,180,479,30,241,324,0.275,0.346
J Marte,1B,256,85,146,30,91,156,0.222,0.288
M Rocco,1B,440,219,444,30,186,146,0.258,0.327
T Moore,LF,381,75,180,30,121,234,0.228,0.278
D Dyer,C,722,151,441,30,173,415,0.221,0.306
L Skizas,OF,239,80,196,30,86,37,0.27,0.317
B Roberts,2B,1202,663,1220,30,352,548,0.294,0.358
M Duffy,3B,627,254,598,30,217,399,0.28,0.337
S Van Slyke,LF,355,84,184,29,95,223,0.242,0.326
D Kolloway,2B,1079,466,1081,29,393,251,0.271,0.305
A Garc?a,3B,244,104,239,29,110,151,0.267,0.3
B Caruthers,P,705,508,695,29,359,79,0.282,0.391
W Kamm,3B,1693,802,1643,29,826,405,0.281,0.372
B Sullivan,C,962,347,820,29,388,119,0.289,0.346
L Biittner,1B,1217,310,861,29,354,287,0.273,0.324
L Olmo,CF,462,208,458,29,272,128,0.281,0.319
D Carlson,CF,314,147,271,29,123,281,0.249,0.325
C James,RF,510,158,358,29,172,260,0.255,0.283
J Hummel,2B,1158,421,991,29,394,269,0.254,0.316
K Oberkfell,3B,1602,558,1354,29,446,356,0.278,0.351
D Williams,2B,476,198,421,29,201,140,0.267,0.327
P Householder,RF,466,146,313,29,144,250,0.236,0.304
S Stirnweiss,2B,1028,604,989,29,281,447,0.268,0.362
J Quinn,2B,66,891,1797,29,794,214,0.261,0.302
J Marshall,1B,411,111,206,29,106,139,0.242,0.32
A Presley,LF,450,157,369,29,111,282,0.263,0.306
M Murton,LF,346,134,272,29,112,149,0.286,0.352
C Raleigh,C,170,52,107,29,80,175,0.205,0.269
B Hargrave,C,853,314,786,29,376,165,0.31,0.372
R Martinez,SS,798,223,512,29,242,267,0.262,0.321
E Stanky,2B,1259,812,1154,29,364,374,0.268,0.41
R Quinones,SS,451,173,373,29,159,240,0.243,0.287
C Frazier,LF,247,104,177,29,98,246,0.238,0.329
G Briley,LF,598,172,384,29,135,260,0.253,0.31
C Spangenberg,3B,420,154,320,29,119,374,0.256,0.315
D Green,RF,657,552,1021,29,423,--,0.293,0.359
R Ashburn,CF,2189,1322,2574,29,586,571,0.308,0.396
J Tipton,C,417,116,264,29,125,142,0.236,0.351
R Russell,1B,425,133,344,29,192,142,0.245,0.289
V Correll,C,410,124,259,29,125,220,0.229,0.31
J Wasdell,LF,888,339,782,29,341,165,0.273,0.332
J Hannahan,3B,614,167,381,29,175,440,0.231,0.314
L Thomas,RF,278,109,194,29,94,217,0.24,0.315
S Hilliard,CF,215,85,121,29,71,209,0.212,0.295
L Fleming,1B,434,168,369,29,199,152,0.277,0.386
C Comiskey,1B,1390,994,1530,29,883,84,0.264,0.293
F Throneberry,RF,521,152,307,29,137,284,0.236,0.307
D Nava,LF,589,224,452,29,206,387,0.266,0.357
C Moeller,C,501,146,315,29,132,331,0.226,0.288
D Drysdale,P,547,96,218,29,113,370,0.186,0.228
B Cissell,2B,956,516,990,29,423,250,0.267,0.308
T Douthit,CF,1074,665,1201,29,396,312,0.291,0.364
J Christopher,RF,638,224,434,29,173,277,0.26,0.329
D Palka,1B,154,60,109,29,71,188,0.218,0.277
J Charboneau,LF,201,97,172,29,114,99,0.266,0.329
M McKenry,C,311,94,200,29,103,235,0.238,0.318
J Rodr?guez,CF,136,86,151,29,77,151,0.285,0.344
L Riggs,3B,760,298,650,28,271,140,0.262,0.317
M Koenig,SS,1162,571,1190,28,443,190,0.279,0.316
B Knickerbocker,SS,907,423,943,28,368,238,0.276,0.326
L Castillo,2B,1720,1001,1889,28,443,850,0.29,0.368
M Anderson,RF,721,159,367,28,134,343,0.246,0.319
R Bernadina,LF,548,159,312,28,121,315,0.236,0.307
C McCormick,CF,229,95,163,28,95,211,0.252,0.33
B Bescher,LF,1228,749,1171,28,345,451,0.258,0.353
B McKinney,OF,263,87,142,28,72,201,0.206,0.277
R Ruiz,2B,315,95,180,28,109,220,0.212,0.287
B Renna,RF,370,123,219,28,119,166,0.239,0.315
B Seeds,LF,615,268,537,28,233,190,0.277,0.336
M Walbeck,C,682,215,492,28,208,343,0.233,0.28
J Hodapp,2B,791,378,880,28,429,136,0.311,0.35
L Wade Jr.,1B,232,94,152,28,89,163,0.23,0.322
M Hoag,CF,1021,384,854,28,401,298,0.271,0.328
E Stevens,1B,375,134,308,28,193,151,0.252,0.322
T Herr,2B,1514,676,1450,28,574,584,0.271,0.347
W Belardi,1B,263,71,143,28,74,97,0.242,0.33
H Martin,CF,607,331,643,28,215,207,0.285,0.359
B Rodgers,2B,271,130,269,28,123,218,0.266,0.318
J Treadway,2B,762,244,596,28,208,184,0.281,0.326
R Maranville,SS,2670,1255,2605,28,884,756,0.258,0.318
O Guillen,SS,1993,773,1764,28,619,511,0.264,0.287
D Hollins,RF,256,85,172,28,86,134,0.242,0.284
B Grabarkewitz,3B,466,189,274,28,141,321,0.236,0.351
W Contreras,C,156,70,135,28,72,166,0.26,0.336
B Ashley,LF,281,56,144,28,84,236,0.233,0.307
S Schumaker,2B,1149,416,905,28,284,476,0.278,0.337
M Ryan,C,636,146,370,28,161,370,0.193,0.252
J Mulvey,3B,987,598,1059,28,532,257,0.261,0.287
P Coscarart,2B,864,399,728,28,269,361,0.243,0.314
J McDonald,SS,1100,276,568,28,210,379,0.233,0.273
O Smith,SS,2573,1257,2460,28,793,589,0.262,0.337
J Rothrock,RF,1014,498,924,28,327,312,0.276,0.336
J Rowe,SS,1044,764,1256,28,644,177,0.286,0.323
A Comorosky,LF,813,404,795,28,417,158,0.285,0.339
B Moran,2B,635,242,545,28,202,218,0.263,0.308
R Ferrell,C,1884,687,1692,28,734,277,0.281,0.378
S Leius,3B,557,214,375,28,172,236,0.244,0.316
V Coleman,LF,1371,849,1425,28,346,960,0.264,0.324
D Walton,LF,297,69,174,28,107,240,0.223,0.309
B Phillips,CF,357,113,149,28,93,340,0.188,0.273
A Pearson,CF,988,485,831,28,214,195,0.27,0.369
J Montero,DH,226,73,204,28,104,172,0.253,0.295
L Brinson,CF,357,91,212,28,109,327,0.198,0.246
R Hoblitzell,1B,1319,591,1310,27,593,256,0.278,0.341
W Schulmerich,RF,429,169,417,27,192,197,0.289,0.347
J Crawford,SS,527,248,466,27,184,379,0.247,0.333
H Steinfeldt,3B,1318,758,1576,27,762,32,0.267,0.33
M Tyson,2B,1017,281,714,27,269,411,0.241,0.285
D Davis,DH,403,160,323,27,141,152,0.265,0.294
C Triplett,OF,471,148,334,27,173,114,0.256,0.32
J Bauers,OF,328,121,208,27,110,297,0.213,0.307
C Travis,SS,1328,665,1544,27,657,291,0.314,0.37
J Traber,1B,264,70,186,27,117,118,0.227,0.279
R Grimes,1B,433,269,505,27,263,133,0.329,0.413
J S?nchez,RF,174,67,126,27,74,184,0.22,0.29
G Heredia,LF,591,179,320,27,114,313,0.231,0.31
J Glasscock,SS,1736,1163,2040,27,825,212,0.29,0.337
D Solano,2B,687,205,573,27,207,404,0.278,0.327
D Brain,3B,676,254,641,27,303,--,0.252,0.292
S Stahoviak,1B,344,135,261,27,119,277,0.256,0.335
F Torres,3B,365,109,302,27,153,202,0.254,0.297
L Gardner,3B,1930,867,1931,27,934,282,0.289,0.355
C Cuthbert,3B,323,100,269,27,119,234,0.25,0.3
K Harvey,1B,271,102,273,27,126,200,0.274,0.322
E Young,CF,288,108,179,27,90,213,0.225,0.31
U Washington,SS,907,358,703,27,255,409,0.251,0.313
D Lewis,CF,1354,607,1021,27,342,514,0.25,0.323
L Waner,CF,1993,1201,2459,27,598,173,0.316,0.353
R Moore,RF,751,258,627,27,308,85,0.278,0.326
A Mora,LF,235,71,156,27,83,149,0.223,0.256
R Smith,3B,1117,477,1087,27,514,415,0.278,0.353
M Mitchell,RF,1125,514,1138,27,514,216,0.278,0.34
A Latham,3B,4,1478,1833,27,563,240,0.269,0.334
M Carp,1B,318,97,225,27,127,243,0.254,0.33
P Tebeau,1B,1167,671,1290,27,735,198,0.279,0.332
C Barnhart,LF,814,404,788,27,436,149,0.295,0.36
H Clarke,2B,1272,548,1230,27,304,362,0.256,0.308
S Sisti,2B,1016,401,732,27,260,440,0.244,0.313
T Boeckel,3B,777,372,813,27,337,218,0.282,0.339
R LaCock,1B,715,214,444,27,224,171,0.257,0.326
E Owens,RF,806,305,621,26,214,284,0.264,0.318
G Richards,LF,1026,502,1028,26,255,436,0.29,0.357
J Vitiello,1B,282,76,172,26,104,165,0.248,0.335
T Perez,CF,603,187,449,26,185,159,0.269,0.308
M Sullivan,LF,398,280,441,26,220,168,0.273,0.341
W Jensen,LF,738,392,774,26,235,100,0.285,0.307
H Jeffcoat,P,918,249,487,26,188,289,0.248,0.291
T McCreery,RF,267,464,855,26,387,73,0.29,0.359
M Jimenez,LF,429,90,273,26,144,97,0.272,0.337
E Mayo,2B,834,350,759,26,287,175,0.252,0.313
G Hampson,SS,419,166,272,26,90,341,0.235,0.296
J Heim,C,224,80,154,26,87,149,0.215,0.275
T White,1B,257,76,179,26,103,208,0.236,0.315
J Macias,3B,659,201,422,26,173,243,0.256,0.298
D Buckley,C,524,213,449,26,216,188,0.245,0.291
D Hill,2B,756,276,594,26,228,225,0.257,0.308
M Hershberger,RF,1150,398,900,26,344,311,0.252,0.316
B Brown,LF,502,183,313,26,130,238,0.245,0.295
R Tapia,LF,569,234,479,26,188,343,0.277,0.318
H Groh,3B,1676,918,1774,26,566,345,0.292,0.373
P Werden,1B,693,444,773,26,439,140,0.282,0.359
? Mercado,RF,278,120,202,26,95,182,0.235,0.289
R Bresnahan,C,1439,682,1252,26,530,99,0.279,0.386
C Zimmer,C,149,617,1225,26,625,323,0.269,0.339
J Gonder,C,395,73,220,26,94,184,0.251,0.31
G Sheets,1B,179,57,131,26,87,128,0.242,0.302
V Picinich,C,1038,298,743,26,298,382,0.258,0.334
M Batts,C,546,163,432,26,219,163,0.269,0.329
D Cooley,LF,558,847,1576,26,557,73,0.294,0.341
J Ward,SS,1825,1408,2104,26,867,326,0.275,0.314
B Coluccio,RF,370,141,241,26,114,203,0.22,0.305
J Morales,DH,733,126,375,26,207,182,0.287,0.332
D Stewart,RF,195,75,112,26,73,167,0.213,0.327
S Boros,3B,422,141,308,26,149,174,0.245,0.344
I Boone,RF,356,177,372,26,194,67,0.321,0.394
R Woods,CF,582,162,290,26,130,171,0.233,0.326
J Dyck,3B,330,139,242,26,114,140,0.246,0.339
S Robertson,2B,597,200,346,26,151,238,0.23,0.323
E Sogard,2B,815,267,551,26,187,342,0.246,0.313
A Toro,2B,262,107,170,26,99,161,0.206,0.276
F Duffy,SS,915,248,619,26,240,342,0.232,0.279
W Morris,2B,440,176,399,26,164,218,0.267,0.334
G Blanco,CF,1060,394,746,26,235,661,0.255,0.338
B Bochy,C,358,75,192,26,93,177,0.239,0.298
J Boccabella,C,551,117,320,26,148,246,0.219,0.267
J Borchard,RF,301,89,147,26,77,222,0.205,0.284
O Destrade,1B,237,80,184,26,106,184,0.241,0.319
T Estrada,2B,257,112,190,26,101,150,0.258,0.318
A Gimenez,2B,267,116,222,26,98,196,0.274,0.345
K Lewis,LF,133,69,115,26,59,162,0.244,0.327
R Quinlan,1B,458,134,307,25,121,187,0.276,0.322
I Wingo,C,1328,362,1039,25,455,285,0.26,0.307
H Shanks,OF,1664,604,1440,25,620,443,0.253,0.308
H Villanueva,C,191,53,109,25,72,98,0.23,0.293
N Jones,1B,412,146,369,25,209,102,0.267,0.304
J Guzman,1B,403,108,249,25,136,248,0.247,0.316
J McCarthy,1B,542,182,432,25,209,114,0.277,0.319
B Hunter,CF,1000,500,882,25,241,581,0.264,0.313
J Sandberg,3B,196,83,139,25,92,236,0.221,0.297
G Hopkins,1B,514,142,324,25,145,83,0.266,0.352
A Bohm,3B,314,151,316,25,145,259,0.278,0.325
D Hocking,SS,954,294,591,25,226,442,0.251,0.31
J Willard,C,346,82,195,25,114,161,0.249,0.32
W Herzog,RF,634,213,414,25,172,261,0.257,0.354
V Wilson,C,403,104,238,25,129,189,0.25,0.302
C Martinez,1B,465,145,383,25,161,209,0.258,0.293
F Hatfield,3B,722,259,493,25,165,247,0.242,0.332
M Brouhard,LF,304,108,235,25,104,183,0.259,0.305
B Neis,CF,680,297,496,25,210,186,0.272,0.346
S Brodie,CF,193,886,1727,25,900,148,0.303,0.365
G Cutshaw,2B,1515,629,1487,25,653,242,0.265,0.305
T Sledge,LF,291,81,174,25,100,151,0.247,0.327
L Sakata,2B,564,163,296,25,109,158,0.23,0.286
B Nahorodny,C,308,74,203,25,109,118,0.241,0.29
R Ur?as,3B,216,88,185,25,94,185,0.264,0.33
F Baumholtz,RF,1019,450,1010,25,272,258,0.29,0.342
W Weiss,SS,1495,623,1207,25,386,658,0.258,0.351
C Herrmann,C,370,108,182,25,103,272,0.205,0.282
J Gibbs,C,537,157,382,25,146,231,0.233,0.289
B Gates,2B,685,268,616,25,279,349,0.264,0.327
J McEwing,2B,754,217,443,25,158,352,0.251,0.302
J Bates,CF,1097,565,1087,25,417,190,0.278,0.367
C Motton,LF,316,85,121,25,89,116,0.213,0.319
N Liriano,2B,823,296,576,25,240,300,0.26,0.324
T Foli,SS,1696,576,1515,25,501,399,0.251,0.283
J Moses,C,386,89,269,25,109,184,0.251,0.295
C Wells,RF,277,92,158,25,81,201,0.23,0.299
J Walton,OF,598,241,423,25,132,280,0.269,0.333
B Holt,3B,753,316,621,25,234,508,0.262,0.332
J Doyle,1B,417,971,1806,25,967,132,0.299,0.351
J Walsh,3B,257,178,447,25,212,197,0.285,0.332
M de la Hoz,3B,494,116,280,25,115,130,0.251,0.29
G Decker,LF,701,420,753,25,415,124,0.276,0.324
B Kuehne,3B,1087,536,996,25,404,260,0.232,0.258
G Shuba,LF,355,106,211,24,125,122,0.259,0.358
R Knorr,C,253,82,153,24,88,161,0.226,0.278
P Castiglione,3B,545,205,426,24,150,126,0.255,0.3
H King,C,322,67,146,24,82,158,0.214,0.325
E Cartwright,1B,495,348,562,24,333,128,0.295,0.368
G Sutherland,2B,1031,308,754,24,239,219,0.243,0.291
E Waitkus,1B,1140,528,1214,24,373,204,0.285,0.344
R Wilson,C,602,206,455,24,189,163,0.258,0.338
F Mej?a,C,306,104,211,24,100,202,0.241,0.289
S Ontiveros,3B,732,230,600,24,224,290,0.274,0.365
W Johnson,P,937,241,547,24,255,251,0.235,0.274
A Melhuse,C,311,76,172,24,98,193,0.234,0.29
J Stripp,3B,1147,575,1238,24,464,226,0.294,0.34
B McCosky,CF,1170,664,1301,24,397,261,0.312,0.386
C Gimenez,C,391,118,202,24,89,261,0.218,0.307
C Febles,2B,506,255,414,24,146,297,0.25,0.328
A Wilson,C,581,237,536,24,226,289,0.261,0.357
S O'Brien,3B,378,135,242,24,100,155,0.23,0.273
M Bailey,C,340,101,209,24,101,222,0.22,0.337
M Kelly,LF,327,111,165,22,86,187,0.241,0.3
K Orie,3B,316,117,253,22,116,163,0.249,0.32
K Plawecki,C,449,119,298,22,137,278,0.235,0.313
E Kasko,SS,1077,411,935,22,261,353,0.264,0.317
J Keenan,C,523,254,452,22,208,111,0.241,0.314
J Rojas,3B,324,161,288,22,118,293,0.254,0.334
E Wilson,2B,555,155,343,22,141,169,0.244,0.288
J Johnston,3B,1379,754,1493,22,410,246,0.294,0.347
F Schwindel,1B,145,67,142,22,79,101,0.269,0.314
T Hutton,1B,952,196,410,22,186,140,0.248,0.339
A LaRoche,3B,404,133,267,22,113,208,0.226,0.304
M Stock,3B,1628,839,1806,22,696,321,0.289,0.339
B Howerton,CF,247,95,178,22,106,125,0.274,0.364
G Bennett,C,587,141,408,22,192,270,0.241,0.302
J Pe?a,SS,140,75,136,22,64,140,0.254,0.292
N Mathews,CF,306,93,218,22,98,248,0.223,0.288
J Buchek,2B,421,96,259,22,108,312,0.22,0.269
B Brubaker,3B,479,208,413,22,225,239,0.264,0.333
B Brown,3B,548,233,452,22,237,88,0.279,0.367
J Hiatt,C,483,110,287,22,154,295,0.251,0.374
C Hemphill,CF,1179,580,1230,22,421,--,0.271,0.337
R Nichols,CF,540,156,308,22,131,149,0.266,0.326
M Newfield,LF,355,98,238,22,132,162,0.249,0.303
G Beckert,2B,1320,685,1473,22,360,243,0.283,0.318
E Ainsmith,C,1082,299,707,22,317,315,0.232,0.296
V Stallcup,SS,587,171,497,22,214,181,0.241,0.26
D Dallessandro,LF,747,242,520,22,303,150,0.267,0.369
A Mangual,CF,450,122,304,22,125,187,0.245,0.279
N Santovenia,C,297,77,206,22,116,165,0.233,0.281
B Sarni,C,390,107,311,22,151,135,0.263,0.313
J Powell,LF,688,353,689,22,327,219,0.271,0.32
B Haas,1B,721,263,644,22,263,188,0.264,0.323
M Cummings,RF,460,136,286,22,124,200,0.257,0.318
R Freel,CF,594,306,532,22,122,350,0.268,0.354
E Tipton,LF,501,212,439,22,151,127,0.27,0.36
A Pilarcik,RF,668,205,413,22,143,150,0.256,0.334
L Lopez,SS,721,171,390,22,151,343,0.241,0.293
B Geren,C,307,62,178,22,76,179,0.233,0.283
H Mueller,CF,693,296,597,22,272,147,0.282,0.342
M Arnovich,LF,590,234,577,22,261,139,0.287,0.35
R Goins,2B,556,154,353,22,158,371,0.228,0.278
L Mouton,RF,328,96,225,22,116,209,0.28,0.339
B Anderson,CF,355,108,181,22,80,208,0.227,0.29
R Freed,RF,344,49,176,22,109,166,0.245,0.334
M Franco,1B,661,110,261,22,117,158,0.267,0.349
W Conroy,3B,1379,605,1257,22,452,--,0.248,0.301
J Lewis,RF,266,97,175,22,74,194,0.227,0.313
J LeMaster,SS,1039,320,709,22,229,564,0.222,0.277
S Collins,RF,1803,747,1687,22,709,405,0.264,0.306
G Rosen,CF,551,310,557,22,197,166,0.291,0.364
F Vaughn,C,915,474,946,21,525,128,0.274,0.307
Q McCracken,CF,999,359,675,21,244,445,0.274,0.336
J Stallings,C,365,108,270,21,128,266,0.244,0.319
J Dyson,CF,992,387,612,21,185,478,0.244,0.314
A Amarista,SS,702,171,404,21,169,295,0.231,0.275
H S?nchez,C,347,60,186,21,120,207,0.238,0.273
J Wohlford,OF,1220,349,793,21,305,376,0.26,0.313
D Schofield,SS,1322,394,699,21,211,526,0.227,0.317
J Lobat?n,C,419,110,244,21,107,298,0.213,0.291
K Manwaring,C,1008,248,733,21,278,505,0.246,0.311
J Harshman,P,258,46,76,21,65,119,0.179,0.294
J White,CF,646,155,303,21,109,174,0.253,0.337
B LaHair,1B,195,66,139,21,56,182,0.26,0.334
B Smith,3B,258,88,192,21,107,268,0.232,0.297
D Nen,1B,367,70,185,21,107,152,0.224,0.288
T Satriano,C,674,130,365,21,157,225,0.225,0.316
B Hallman,2B,264,937,1634,21,769,283,0.272,0.325
J Narron,C,392,64,177,21,96,127,0.211,0.27
J Stafford,CF,568,341,583,21,290,96,0.274,0.331
B Pocoroba,C,596,132,374,21,172,109,0.257,0.339
E Adrianza,2B,612,183,325,21,149,297,0.239,0.309
F Santangelo,CF,665,258,415,21,162,319,0.245,0.364
G Pinkney,3B,1163,874,1212,21,539,135,0.263,0.345
D Berg,SS,582,190,430,21,163,308,0.269,0.328
J Crooks,2B,794,536,668,21,313,195,0.24,0.385
E Scott,SS,1655,553,1455,20,551,282,0.249,0.281
C Corpor?n,C,232,63,153,20,78,205,0.218,0.28
B North,CF,1169,640,1016,20,230,665,0.261,0.365
L Norris,SS,270,109,252,20,112,132,0.262,0.307
C Hiller,2B,704,253,516,20,152,187,0.243,0.299
B Hinchman,RF,908,364,793,20,369,174,0.261,0.336
B Herzog,2B,1495,705,1370,20,445,307,0.259,0.329
T Buck,RF,253,99,197,20,95,186,0.243,0.316
M Belanger,SS,2016,676,1316,20,389,839,0.228,0.3
F Healy,C,470,145,332,20,141,242,0.25,0.329
B Aven,LF,259,85,166,20,103,135,0.273,0.343
B Dixon,3B,202,56,122,20,65,188,0.228,0.269
D Trout,P,535,99,205,20,110,226,0.213,0.26
J Hayes,2B,1093,494,1069,20,493,241,0.265,0.318
I Brown,2B,280,85,137,20,65,130,0.256,0.364
B Scheffing,C,517,105,357,20,187,127,0.263,0.316
C Pride,LF,421,132,199,20,82,211,0.25,0.327
S Scarsone,2B,350,103,198,20,86,266,0.239,0.302
F Manrique,2B,498,151,340,20,151,239,0.254,0.292
D Nelson,2B,813,340,630,20,211,392,0.244,0.305
J Fox,LF,193,55,116,20,73,106,0.237,0.288
T Gregg,1B,446,86,214,20,88,158,0.243,0.301
J Grace,RF,484,225,442,20,172,135,0.283,0.362
M Goliat,2B,249,87,186,20,99,127,0.225,0.3
J Ginsberg,C,695,168,414,20,182,135,0.241,0.332
P Gharrity,C,677,238,513,20,249,231,0.262,0.331
S Lombardozzi,2B,446,153,294,20,107,206,0.233,0.307
O Timmons,LF,186,62,95,20,60,82,0.235,0.293
R Washington,SS,564,190,414,20,146,266,0.261,0.292
D Frobel,RF,268,70,109,20,58,155,0.201,0.276
J Trevino,C,273,91,204,20,98,164,0.246,0.275
J Fogarty,RF,751,508,709,20,320,327,0.246,0.335
G Hern?ndez,CF,394,122,227,20,81,253,0.23,0.292
T Bosley,LF,783,183,430,20,158,274,0.272,0.33
R Coleman,RF,559,208,446,20,199,158,0.258,0.318
J Rickard,RF,347,103,222,20,71,223,0.246,0.3
C Fanzone,3B,237,66,132,20,94,119,0.224,0.313
W Clarke,C,439,394,858,20,429,58,0.256,0.31
E Pellagrini,SS,563,167,321,20,133,201,0.226,0.295
G Robertson,3B,656,311,615,20,249,79,0.28,0.344
B Barnes,CF,484,133,284,20,102,358,0.242,0.29
K Roberson,RF,165,44,61,20,51,93,0.197,0.275
M Pappas,P,527,72,132,20,67,510,0.123,0.157
C Childs,2B,63,1214,1720,20,743,117,0.306,0.416
T Shinjo,CF,303,98,215,20,100,128,0.245,0.299
B Ripken,2B,912,287,674,20,229,332,0.247,0.294
F Chance,1B,1117,797,1273,20,596,29,0.296,0.394
L Blanks,SS,629,203,446,20,172,178,0.253,0.302
F Parent,SS,1328,633,1306,20,471,--,0.262,0.315
E Rios,3B,113,39,57,20,43,94,0.218,0.299
F Chance,1B,1117,797,1273,20,596,29,0.296,0.394
J Fogarty,RF,751,508,709,20,320,327,0.246,0.335
L Blanks,SS,629,203,446,20,172,178,0.253,0.302
J Uribe,SS,1038,307,738,19,219,425,0.241,0.3
A Bannister,2B,972,430,811,19,288,318,0.27,0.334
B Urbanski,SS,763,379,791,19,207,252,0.26,0.309
J VanMeter,2B,300,83,153,19,79,208,0.206,0.293
J Suwinski,CF,107,45,66,19,38,116,0.2,0.295
E Fitz Gerald,C,808,199,542,19,217,235,0.26,0.323
J Riddle,SS,252,72,166,19,80,173,0.223,0.261
C Bethancourt,C,264,82,184,19,80,200,0.232,0.263
J Finigan,3B,512,195,422,19,168,176,0.264,0.342
W Difo,SS,492,158,295,19,103,258,0.25,0.311
L Twitchell,LF,639,362,676,19,384,231,0.263,0.313
B Ryan,SS,896,304,604,19,203,490,0.233,0.294
H Alberto,SS,459,149,360,19,121,169,0.272,0.294
A Miles,2B,932,347,793,19,229,294,0.281,0.32
J McTamany,CF,813,693,794,19,334,158,0.256,0.373
B Rowell,2B,574,200,523,19,217,105,0.275,0.316
Y Hernandez,LF,218,66,159,19,79,145,0.267,0.315
D DeShields,OF,601,302,450,19,139,487,0.246,0.327
M Harris II,CF,117,77,126,19,65,108,0.297,0.341
S Taguchi,LF,672,197,382,19,163,195,0.279,0.332
M Bumgarner,P,372,54,109,19,65,284,0.172,0.232
W Roettger,LF,599,192,556,19,245,143,0.285,0.324
D Anderson,SS,873,244,490,19,143,331,0.242,0.312
O Cruz,SS,92,49,84,19,60,131,0.24,0.3
B Lillibridge,2B,358,102,145,19,71,235,0.205,0.267
