index, table #, collisions
62,2,2
62,3,2
62,4,2
62,5,0
62,6,0
62,7,0
62,8,0
62,9,0
63,0,2
63,1,2
63,2,2
63,3,2
63,4,2
63,5,0
63,6,0
63,7,0
63,8,0
63,9,0
64,0,3
64,1,3
64,2,3
64,3,3
64,4,3
64,5,0
64,6,0
64,7,0
64,8,0
64,9,0
65,0,3
65,1,3
65,2,3
65,3,3
65,4,3
65,5,0
65,6,0
65,7,0
65,8,0
65,9,0
66,0,3
66,1,3
66,2,3
66,3,3
66,4,3
66,5,0
66,6,0
66,7,0
66,8,0
66,9,0
67,0,3
67,1,3
67,2,3
67,3,3
67,4,3
67,5,0
67,6,0
67,7,0
67,8,0
67,9,0
68,0,3
68,1,3
68,2,3
68,3,3
68,4,3
68,5,0
68,6,0
68,7,0
68,8,0
68,9,0
69,0,3
69,1,3
69,2,3
69,3,3
69,4,3
69,5,0
69,6,0
69,7,0
69,8,0
69,9,0
70,0,3
70,1,3
70,2,3
70,3,3
70,4,3
70,5,0
70,6,0
70,7,0
70,8,0
70,9,0
71,0,3
71,1,3
71,2,3
71,3,3
71,4,3
71,5,0
71,6,0
71,7,0
71,8,0
71,9,0
72,0,3
72,1,3
72,2,3
72,3,3
72,4,3
72,5,0
72,6,0
72,7,0
72,8,0
72,9,0
73,0,3
73,1,3
73,2,3
73,3,3
73,4,3
73,5,0
73,6,0
73,7,0
73,8,0
73,9,0
74,0,3
74,1,3
74,2,3
74,3,3
74,4,3
74,5,0
74,6,0
74,7,0
74,8,0
74,9,0
75,0,3
75,1,3
75,2,3
75,3,3
75,4,3
75,5,0
75,6,0
75,7,0
75,8,0
75,9,0
76,0,3
76,1,3
76,2,3
76,3,3
76,4,3
76,5,0
76,6,0
76,7,0
76,8,0
76,9,0
77,0,3
77,1,3
77,2,3
77,3,3
77,4,3
77,5,0
77,6,0
77,7,0
77,8,0
77,9,0
78,0,3
78,1,3
78,2,3
78,3,3
78,4,3
78,5,0
78,6,0
78,7,0
78,8,0
78,9,0
79,0,3
79,1,3
79,2,3
79,3,3
79,4,3
79,5,0
79,6,0
79,7,0
79,8,0
79,9,0
80,0,3
80,1,3
80,2,3
80,3,3
80,4,3
80,5,0
80,6,0
80,7,0
80,8,0
80,9,0
81,0,3
81,1,3
81,2,3
81,3,3
81,4,3
81,5,0
81,6,0
81,7,0
81,8,0
81,9,0
82,0,4
82,1,4
82,2,4
82,3,4
82,4,4
82,5,0
82,6,0
82,7,0
82,8,0
82,9,0
83,0,4
83,1,4
83,2,4
83,3,4
83,4,4
83,5,0
83,6,0
83,7,0
83,8,0
83,9,0
84,0,4
84,1,4
84,2,4
84,3,4
84,4,4
84,5,0
84,6,0
84,7,0
84,8,0
84,9,0
85,0,4
85,1,4
85,2,4
85,3,4
85,4,4
85,5,0
85,6,0
85,7,0
85,8,0
85,9,0
86,0,4
86,1,4
86,2,4
86,3,4
86,4,4
86,5,0
86,6,0
86,7,0
86,8,0
86,9,0
87,0,4
87,1,4
87,2,4
87,3,4
87,4,4
87,5,0
87,6,0
87,7,0
87,8,0
87,9,0
88,0,4
88,1,4
88,2,4
88,3,4
88,4,4
88,5,0
88,6,0
88,7,0
88,8,0
88,9,0
89,0,4
89,1,4
89,2,4
89,3,4
89,4,4
89,5,0
89,6,0
89,7,0
89,8,0
89,9,0
90,0,4
90,1,4
90,2,4
90,3,4
90,4,4
90,5,0
90,6,0
90,7,0
90,8,0
90,9,0
91,0,4
91,1,4
91,2,4
91,3,4
91,4,4
91,5,0
91,6,0
91,7,0
91,8,0
91,9,0
92,0,4
92,1,4
92,2,4
92,3,4
92,4,4
92,5,0
92,6,0
92,7,0
92,8,0
92,9,0
93,0,4
93,1,4
93,2,4
93,3,4
93,4,4
93,5,0
93,6,0
93,7,0
93,8,0
93,9,0
94,0,4
94,1,4
94,2,4
94,3,4
94,4,4
94,5,0
94,6,0
94,7,0
94,8,0
94,9,0
95,0,4
95,1,4
95,2,4
95,3,4
95,4,4
95,5,0
95,6,0
95,7,0
95,8,0
95,9,0
96,0,4
96,1,4
96,2,4
96,3,4
96,4,4
96,5,0
96,6,0
96,7,0
96,8,0
96,9,0
97,0,4
97,1,4
97,2,4
97,3,4
97,4,4
97,5,0
97,6,0
97,7,0
97,8,0
97,9,0
98,0,4
98,1,4
98,2,4
98,3,4
98,4,4
98,5,0
98,6,0
98,7,0
98,8,0
98,9,0
99,0,5
99,1,5
99,2,5
99,3,5
99,4,5
99,5,0
99,6,0
99,7,0
99,8,0
99,9,0
100,0,5
100,1,5
100,2,5
100,3,5
100,4,5
100,5,0
100,6,0
100,7,0
100,8,0
100,9,0
101,0,5
101,1,5
101,2,5
101,3,5
101,4,5
101,5,0
101,6,0
101,7,0
101,8,0
101,9,0
102,0,5
102,1,5
102,2,5
102,3,5
102,4,5
102,5,0
102,6,0
102,7,0
102,8,0
102,9,0
103,0,5
103,1,5
103,2,5
103,3,5
103,4,5
103,5,0
103,6,0
103,7,0
103,8,0
103,9,0
104,0,5
104,1,5
104,2,5
104,3,5
104,4,5
104,5,0
104,6,0
104,7,0
104,8,0
104,9,0
105,0,5
105,1,5
105,2,5
105,3,5
105,4,5
105,5,0
105,6,0
105,7,0
105,8,0
105,9,0
106,0,5
106,1,5
106,2,5
106,3,5
106,4,5
106,5,0
106,6,0
106,7,0
106,8,0
106,9,0
107,0,5
107,1,5
107,2,5
107,3,5
107,4,5
107,5,0
107,6,0
107,7,0
107,8,0
107,9,0
108,0,5
108,1,5
108,2,5
108,3,5
108,4,5
108,5,0
108,6,0
108,7,0
108,8,0
108,9,0
109,0,5
109,1,5
109,2,5
109,3,5
109,4,5
109,5,0
109,6,0
109,7,0
109,8,0
109,9,0
110,0,5
110,1,5
110,2,5
110,3,5
110,4,5
110,5,0
110,6,0
110,7,0
110,8,0
110,9,0
111,0,5
111,1,5
111,2,5
111,3,5
111,4,5
111,5,0
111,6,0
111,7,0
111,8,0
111,9,0
112,0,5
112,1,5
112,2,5
112,3,5
112,4,5
112,5,0
112,6,0
112,7,0
112,8,0
112,9,0
113,0,5
113,1,5
113,2,5
113,3,5
113,4,5
113,5,0
113,6,0
113,7,0
113,8,0
113,9,0
114,0,5
114,1,5
114,2,5
114,3,5
114,4,5
114,5,0
114,6,0
114,7,0
114,8,0
114,9,0
115,0,5
115,1,5
115,2,5
115,3,5
115,4,5
115,5,0
115,6,0
115,7,0
115,8,0
115,9,0
116,0,5
116,1,5
116,2,5
116,3,5
116,4,5
116,5,0
116,6,0
116,7,0
116,8,0
116,9,0
117,0,5
117,1,5
117,2,5
117,3,5
117,4,5
117,5,0
117,6,0
117,7,0
117,8,0
117,9,0
118,0,5
118,1,5
118,2,5
118,3,5
118,4,5
118,5,0
118,6,0
118,7,0
118,8,0
118,9,0
119,0,5
119,1,5
119,2,5
119,3,5
119,4,5
119,5,0
119,6,0
119,7,0
119,8,0
119,9,0
120,0,5
120,1,5
120,2,5
120,3,5
120,4,5
120,5,0
120,6,0
120,7,0
120,8,0
120,9,0
121,0,5
121,1,5
121,2,5
121,3,5
121,4,5
121,5,1
121,6,1
121,7,1
121,8,1
121,9,1
122,0,5
122,1,5
122,2,5
122,3,5
122,4,5
122,5,1
122,6,1
122,7,1
122,8,1
122,9,1
123,0,5
123,1,5
123,2,5
123,3,5
123,4,5
123,5,1
123,6,1
123,7,1
123,8,1
123,9,1
124,0,5
124,1,5
124,2,5
124,3,5
124,4,5
124,5,1
124,6,1
124,7,1
124,8,1
124,9,1
125,0,5
125,1,5
125,2,5
125,3,5
125,4,5
125,5,1
125,6,1
125,7,1
125,8,1
125,9,1
126,0,5
126,1,5
126,2,5
126,3,5
126,4,5
126,5,1
126,6,1
126,7,1
126,8,1
126,9,1
127,0,5
127,1,5
127,2,5
127,3,5
127,4,5
127,5,1
127,6,1
127,7,1
127,8,1
127,9,1
128,0,5
128,1,5
128,2,5
128,3,5
128,4,5
128,5,1
128,6,1
128,7,1
128,8,1
128,9,1
129,0,5
129,1,5
129,2,5
129,3,5
129,4,5
129,5,1
129,6,1
129,7,1
129,8,1
129,9,1
130,0,5
130,1,5
130,2,5
130,3,5
130,4,5
130,5,1
130,6,1
130,7,1
130,8,1
130,9,1
131,0,5
131,1,5
131,2,5
131,3,5
131,4,5
131,5,1
131,6,1
131,7,1
131,8,1
131,9,1
132,0,5
132,1,5
132,2,5
132,3,5
132,4,5
132,5,1
132,6,1
132,7,1
132,8,1
132,9,1
133,0,5
133,1,5
133,2,5
133,3,5
133,4,5
133,5,1
133,6,1
133,7,1
133,8,1
133,9,1
134,0,6
134,1,6
134,2,6
134,3,6
134,4,6
134,5,1
134,6,1
134,7,1
134,8,1
134,9,1
135,0,6
135,1,6
135,2,6
135,3,6
135,4,6
135,5,1
135,6,1
135,7,1
135,8,1
135,9,1
136,0,6
136,1,6
136,2,6
136,3,6
136,4,6
136,5,1
136,6,1
136,7,1
136,8,1
136,9,1
137,0,6
137,1,6
137,2,6
137,3,6
137,4,6
137,5,1
137,6,1
137,7,1
137,8,1
137,9,1
138,0,6
138,1,6
138,2,6
138,3,6
138,4,6
138,5,1
138,6,1
138,7,1
138,8,1
138,9,1
139,0,6
139,1,6
139,2,6
139,3,6
139,4,6
139,5,1
139,6,1
139,7,1
139,8,1
139,9,1
140,0,6
140,1,6
140,2,6
140,3,6
140,4,6
140,5,1
140,6,1
140,7,1
140,8,1
140,9,1
141,0,6
141,1,6
141,2,6
141,3,6
141,4,6
141,5,2
141,6,2
141,7,2
141,8,2
141,9,2
142,0,6
142,1,6
142,2,6
142,3,6
142,4,6
142,5,2
142,6,2
142,7,2
142,8,2
142,9,2
143,0,6
143,1,6
143,2,6
143,3,6
143,4,6
143,5,2
143,6,2
143,7,2
143,8,2
143,9,2
144,0,6
144,1,6
144,2,6
144,3,6
144,4,6
144,5,2
144,6,2
144,7,2
144,8,2
144,9,2
145,0,6
145,1,6
145,2,6
145,3,6
145,4,6
145,5,2
145,6,2
145,7,2
145,8,2
145,9,2
146,0,6
146,1,6
146,2,6
146,3,6
146,4,6
146,5,2
146,6,2
146,7,2
146,8,2
146,9,2
147,0,6
147,1,6
147,2,6
147,3,6
147,4,6
147,5,2
147,6,2
147,7,2
147,8,2
147,9,2
148,0,6
148,1,6
148,2,6
148,3,6
148,4,6
148,5,2
148,6,2
148,7,2
148,8,2
148,9,2
149,0,6
149,1,6
149,2,6
149,3,6
149,4,6
149,5,2
149,6,2
149,7,2
149,8,2
149,9,2
150,0,6
150,1,6
150,2,6
150,3,6
150,4,6
150,5,2
150,6,2
150,7,2
150,8,2
150,9,2
151,0,7
151,1,7
151,2,7
151,3,7
151,4,7
151,5,2
151,6,2
151,7,2
151,8,2
151,9,2
152,0,7
152,1,7
152,2,7
152,3,7
152,4,7
152,5,2
152,6,2
152,7,2
152,8,2
152,9,2
153,0,7
153,1,7
153,2,7
153,3,7
153,4,7
153,5,2
153,6,2
153,7,2
153,8,2
153,9,2
154,0,7
154,1,7
154,2,7
154,3,7
154,4,7
154,5,2
154,6,2
154,7,2
154,8,2
154,9,2
155,0,7
155,1,7
155,2,7
155,3,7
155,4,7
155,5,2
155,6,2
155,7,2
155,8,2
155,9,2
156,0,9
156,1,9
156,2,9
156,3,9
156,4,9
156,5,2
156,6,2
156,7,2
156,8,2
156,9,2
157,0,9
157,1,9
157,2,9
157,3,9
157,4,9
157,5,2
157,6,2
157,7,2
157,8,2
157,9,2
158,0,9
158,1,9
158,2,9
158,3,9
158,4,9
158,5,2
158,6,2
158,7,2
158,8,2
158,9,2
159,0,9
159,1,9
159,2,9
159,3,9
159,4,9
159,5,3
159,6,3
159,7,3
159,8,3
159,9,3
160,0,9
160,1,9
160,2,9
160,3,9
160,4,9
160,5,3
160,6,3
160,7,3
160,8,3
160,9,3
161,0,9
161,1,9
161,2,9
161,3,9
161,4,9
161,5,3
161,6,3
161,7,3
161,8,3
161,9,3
162,0,9
162,1,9
162,2,9
162,3,9
162,4,9
162,5,3
162,6,3
162,7,3
162,8,3
162,9,3
163,0,9
163,1,9
163,2,9
163,3,9
163,4,9
163,5,3
163,6,3
163,7,3
163,8,3
163,9,3
164,0,10
164,1,10
164,2,10
164,3,10
164,4,10
164,5,3
164,6,3
164,7,3
164,8,3
164,9,3
165,0,10
165,1,10
165,2,10
165,3,10
165,4,10
165,5,3
165,6,3
165,7,3
165,8,3
165,9,3
166,0,10
166,1,10
166,2,10
166,3,10
166,4,10
166,5,3
166,6,3
166,7,3
166,8,3
166,9,3
167,0,10
167,1,10
167,2,10
167,3,10
167,4,10
167,5,3
167,6,3
167,7,3
167,8,3
167,9,3
168,0,10
168,1,10
168,2,10
168,3,10
168,4,10
168,5,3
168,6,3
168,7,3
168,8,3
168,9,3
169,0,10
169,1,10
169,2,10
169,3,10
169,4,10
169,5,3
169,6,3
169,7,3
169,8,3
169,9,3
170,0,10
170,1,10
170,2,10
170,3,10
170,4,10
170,5,4
170,6,4
170,7,4
170,8,4
170,9,4
171,0,10
171,1,10
171,2,10
171,3,10
171,4,10
171,5,4
171,6,4
171,7,4
171,8,4
171,9,4
172,0,10
172,1,10
172,2,10
172,3,10
172,4,10
172,5,4
172,6,4
172,7,4
172,8,4
172,9,4
173,0,10
173,1,10
173,2,10
173,3,10
173,4,10
173,5,4
173,6,4
173,7,4
173,8,4
173,9,4
174,0,11
174,1,11
174,2,11
174,3,11
174,4,11
174,5,4
174,6,4
174,7,4
174,8,4
174,9,4
175,0,11
175,1,11
175,2,11
175,3,11
175,4,11
175,5,4
175,6,4
175,7,4
175,8,4
175,9,4
176,0,11
176,1,11
176,2,11
176,3,11
176,4,11
176,5,5
176,6,5
176,7,5
176,8,5
176,9,5
177,0,11
177,1,11
177,2,11
177,3,11
177,4,11
177,5,5
177,6,5
177,7,5
177,8,5
177,9,5
178,0,11
178,1,11
178,2,11
178,3,11
178,4,11
178,5,5
178,6,5
178,7,5
178,8,5
178,9,5
179,0,12
179,1,12
179,2,12
179,3,12
179,4,12
179,5,5
179,6,5
179,7,5
179,8,5
179,9,5
180,0,13
180,1,13
180,2,13
180,3,13
180,4,13
180,5,5
180,6,5
180,7,5
180,8,5
180,9,5
181,0,13
181,1,13
181,2,13
181,3,13
181,4,13
181,5,5
181,6,5
181,7,5
181,8,5
181,9,5
182,0,13
182,1,13
182,2,13
182,3,13
182,4,13
182,5,5
182,6,5
182,7,5
182,8,5
182,9,5
183,0,13
183,1,13
183,2,13
183,3,13
183,4,13
183,5,5
183,6,5
183,7,5
183,8,5
183,9,5
184,0,13
184,1,13
184,2,13
184,3,13
184,4,13
184,5,5
184,6,5
184,7,5
184,8,5
184,9,5
185,0,14
185,1,14
185,2,14
185,3,14
185,4,14
185,5,5
185,6,5
185,7,5
185,8,5
185,9,5
186,0,14
186,1,14
186,2,14
186,3,14
186,4,14
186,5,5
186,6,5
186,7,5
186,8,5
186,9,5
187,0,14
187,1,14
187,2,14
187,3,14
187,4,14
187,5,5
187,6,5
187,7,5
187,8,5
187,9,5
188,0,14
188,1,14
188,2,14
188,3,14
188,4,14
188,5,5
188,6,5
188,7,5
188,8,5
188,9,5
189,0,15
189,1,15
189,2,15
189,3,15
189,4,15
189,5,5
189,6,5
189,7,5
189,8,5
189,9,5
190,0,15
190,1,15
190,2,15
190,3,15
190,4,15
190,5,5
190,6,5
190,7,5
190,8,5
190,9,5
191,0,15
191,1,15
191,2,15
191,3,15
191,4,15
191,5,5
191,6,5
191,7,5
191,8,5
191,9,5
192,0,15
192,1,15
192,2,15
192,3,15
192,4,15
192,5,5
192,6,5
192,7,5
192,8,5
192,9,5
193,0,15
193,1,15
193,2,15
193,3,15
193,4,15
193,5,5
193,6,5
193,7,5
193,8,5
193,9,5
194,0,15
194,1,15
194,2,15
194,3,15
194,4,15
194,5,5
194,6,5
194,7,5
194,8,5
194,9,5
195,0,15
195,1,15
195,2,15
195,3,15
195,4,15
195,5,6
195,6,6
195,7,6
195,8,6
195,9,6
196,0,15
196,1,15
196,2,15
196,3,15
196,4,15
196,5,6
196,6,6
196,7,6
196,8,6
196,9,6
197,0,15
197,1,15
197,2,15
197,3,15
197,4,15
197,5,6
197,6,6
197,7,6
197,8,6
197,9,6
198,0,15
198,1,15
198,2,15
198,3,15
198,4,15
198,5,6
198,6,6
198,7,6
198,8,6
198,9,6
199,0,15
199,1,15
199,2,15
199,3,15
199,4,15
199,5,9
199,6,9
199,7,9
199,8,9
199,9,9
200,0,15
200,1,15
200,2,15
200,3,15
200,4,15
200,5,9
200,6,9
200,7,9
200,8,9
200,9,9
201,0,15
201,1,15
201,2,15
201,3,15
201,4,15
201,5,9
201,6,9
201,7,9
201,8,9
201,9,9
202,0,15
202,1,15
202,2,15
202,3,15
202,4,15
202,5,9
202,6,9
202,7,9
202,8,9
202,9,9
203,0,15
203,1,15
203,2,15
203,3,15
203,4,15
203,5,9
203,6,9
203,7,9
203,8,9
203,9,9
204,0,15
204,1,15
204,2,15
204,3,15
204,4,15
204,5,9
204,6,9
204,7,9
204,8,9
204,9,9
205,0,15
205,1,15
205,2,15
205,3,15
205,4,15
205,5,9
205,6,9
205,7,9
205,8,9
205,9,9
206,0,15
206,1,15
206,2,15
206,3,15
206,4,15
206,5,9
206,6,9
206,7,9
206,8,9
206,9,9
207,0,15
207,1,15
207,2,15
207,3,15
207,4,15
207,5,9
207,6,9
207,7,9
207,8,9
207,9,9
208,0,15
208,1,15
208,2,15
208,3,15
208,4,15
208,5,9
208,6,9
208,7,9
208,8,9
208,9,9
209,0,15
209,1,15
209,2,15
209,3,15
209,4,15
209,5,9
209,6,9
209,7,9
209,8,9
209,9,9
210,0,15
210,1,15
210,2,15
210,3,15
210,4,15
210,5,9
210,6,9
210,7,9
210,8,9
210,9,9
211,0,15
211,1,15
211,2,15
211,3,15
211,4,15
211,5,9
211,6,9
211,7,9
211,8,9
211,9,9
212,0,15
212,1,15
212,2,15
212,3,15
212,4,15
212,5,9
212,6,9
212,7,9
212,8,9
212,9,9
213,0,15
213,1,15
213,2,15
213,3,15
213,4,15
213,5,9
213,6,9
213,7,9
213,8,9
213,9,9
214,0,15
214,1,15
214,2,15
214,3,15
214,4,15
214,5,9
214,6,9
214,7,9
214,8,9
214,9,9
215,0,15
215,1,15
215,2,15
215,3,15
215,4,15
215,5,9
215,6,9
215,7,9
215,8,9
215,9,9
216,0,15
216,1,15
216,2,15
216,3,15
216,4,15
216,5,10
216,6,10
216,7,10
216,8,10
216,9,10
217,0,15
217,1,15
217,2,15
217,3,15
217,4,15
217,5,10
217,6,10
217,7,10
217,8,10
217,9,10
218,0,16
218,1,16
218,2,16
218,3,16
218,4,16
218,5,10
218,6,10
218,7,10
218,8,10
218,9,10
219,0,16
219,1,16
219,2,16
219,3,16
219,4,16
219,5,10
219,6,10
219,7,10
219,8,10
219,9,10
220,0,16
220,1,16
220,2,16
220,3,16
220,4,16
220,5,10
220,6,10
220,7,10
220,8,10
220,9,10
221,0,17
221,1,17
221,2,17
221,3,17
221,4,17
221,5,10
221,6,10
221,7,10
221,8,10
221,9,10
222,0,17
222,1,17
222,2,17
222,3,17
222,4,17
222,5,10
222,6,10
222,7,10
222,8,10
222,9,10
223,0,18
223,1,18
223,2,18
223,3,18
223,4,18
223,5,10
223,6,10
223,7,10
223,8,10
223,9,10
224,0,18
224,1,18
224,2,18
224,3,18
224,4,18
224,5,10
224,6,10
224,7,10
224,8,10
224,9,10
225,0,18
225,1,18
225,2,18
225,3,18
225,4,18
225,5,10
225,6,10
225,7,10
225,8,10
225,9,10
226,0,18
226,1,18
226,2,18
226,3,18
226,4,18
226,5,10
226,6,10
226,7,10
226,8,10
226,9,10
227,0,18
227,1,18
227,2,18
227,3,18
227,4,18
227,5,10
227,6,10
227,7,10
227,8,10
227,9,10
228,0,18
228,1,18
228,2,18
228,3,18
228,4,18
228,5,10
228,6,10
228,7,10
228,8,10
228,9,10
229,0,18
229,1,18
229,2,18
229,3,18
229,4,18
229,5,10
229,6,10
229,7,10
229,8,10
229,9,10
230,0,18
230,1,18
230,2,18
230,3,18
230,4,18
230,5,10
230,6,10
230,7,10
230,8,10
230,9,10
231,0,18
231,1,18
231,2,18
231,3,18
231,4,18
231,5,10
231,6,10
231,7,10
231,8,10
231,9,10
232,0,18
232,1,18
232,2,18
232,3,18
232,4,18
232,5,10
232,6,10
232,7,10
232,8,10
232,9,10
